timestamp,machine_id,operator_id,machine_type,engine_hours,fuel_used,load_cycles,idling_time,seatbelt_status,safety_alert_triggered,task_type,terrain,temperature,operator_experience,task_completion_time
2025-05-06 16:00:00,CRN001,OP1005,Crane,1794.1,10.9,20,36,Fastened,No,Trenching,Hard Clay,27,5,73
2025-05-06 16:00:00,EXC003,OP1012,Excavator,1362.1,8.5,25,15,Fastened,No,Loading,Gravel,20,12,49
2025-05-06 16:00:00,TRK002,OP1011,Haul Truck,1518.6,11.3,23,50,Fastened,Yes,Site Grading,Soft Mud,17,11,63
2025-05-06 18:00:00,EXC001,OP1002,Excavator,2143.4,8.1,16,35,Fastened,No,Excavation,Hard Clay,31,2,60
2025-05-06 18:00:00,EXC002,OP1001,Excavator,1417.4,5.1,2,32,Fastened,No,Trenching,Paved,24,11,49
2025-05-06 18:00:00,BKH001,OP1009,Backhoe,1721.0,5.8,10,22,Unfastened,Yes,Material Hauling,Paved,31,12,41
2025-05-06 18:00:00,TRK001,OP1010,Haul Truck,1367.8,3.0,4,7,Fastened,No,Material Hauling,Rocky,36,2,34
2025-05-06 18:00:00,WLD001,OP1011,Wheel Loader,1537.0,8.7,15,26,Fastened,No,Material Hauling,Soft Mud,30,11,47
2025-05-06 18:00:00,CRN001,OP1001,Crane,1795.3,4.4,3,22,Fastened,No,Site Grading,Gravel,23,11,49
2025-05-06 18:00:00,EXC003,OP1001,Excavator,1364.1,5.9,14,24,Fastened,No,Site Grading,Hard Clay,37,11,59
2025-05-06 18:00:00,TRK002,OP1011,Haul Truck,1520.5,5.2,6,10,Fastened,No,Trenching,Gravel,38,11,57
2025-05-06 20:00:00,EXC001,OP1004,Excavator,2145.2,7.1,21,25,Unfastened,Yes,Trenching,Paved,34,12,70
2025-05-06 20:00:00,EXC002,OP1004,Excavator,1418.7,8.7,23,29,Fastened,No,Loading,Gravel,20,12,40
2025-05-06 20:00:00,BKH001,OP1002,Backhoe,1722.3,6.5,14,11,Fastened,No,Loading,Hard Clay,38,2,41
2025-05-06 20:00:00,TRK001,OP1002,Haul Truck,1368.9,6.9,19,31,Fastened,No,Material Hauling,Gravel,29,2,55
2025-05-06 20:00:00,WLD001,OP1010,Wheel Loader,1538.8,7.8,15,10,Unfastened,Yes,Loading,Soft Mud,24,2,41
2025-05-06 20:00:00,CRN001,OP1010,Crane,1796.8,5.4,10,36,Fastened,No,Loading,Hard Clay,19,2,38
2025-05-06 20:00:00,EXC003,OP1008,Excavator,1365.8,9.4,25,17,Fastened,No,Trenching,Rocky,22,3,77
2025-05-06 20:00:00,TRK002,OP1006,Haul Truck,1522.3,6.0,12,13,Fastened,No,Loading,Rocky,29,4,42
2025-05-06 22:00:00,EXC001,OP1006,Excavator,2146.4,14.2,25,36,Fastened,No,Loading,Rocky,24,4,49
2025-05-06 22:00:00,EXC002,OP1007,Excavator,1420.1,8.4,19,40,Unfastened,Yes,Site Grading,Hard Clay,33,4,63
2025-05-06 22:00:00,BKH001,OP1008,Backhoe,1724.1,7.7,17,24,Fastened,No,Excavation,Gravel,36,3,60
2025-05-06 22:00:00,TRK001,OP1002,Haul Truck,1370.4,8.5,14,31,Fastened,No,Site Grading,Gravel,33,2,65
2025-05-06 22:00:00,WLD001,OP1010,Wheel Loader,1540.5,9.4,23,15,Unfastened,Yes,Excavation,Soft Mud,22,2,69
2025-05-06 22:00:00,CRN001,OP1011,Crane,1798.2,3.6,2,19,Fastened,No,Trenching,Gravel,18,11,57
2025-05-06 22:00:00,EXC003,OP1004,Excavator,1367.3,7.1,20,14,Fastened,No,Loading,Gravel,36,12,43
2025-05-06 22:00:00,TRK002,OP1002,Haul Truck,1523.4,6.2,12,18,Fastened,No,Material Hauling,Rocky,24,2,48
2025-05-07 00:00:00,EXC001,OP1006,Excavator,2147.5,7.9,12,15,Fastened,No,Excavation,Soft Mud,15,4,58
2025-05-07 00:00:00,EXC002,OP1003,Excavator,1421.4,7.3,14,16,Fastened,No,Loading,Gravel,22,1,47
2025-05-07 00:00:00,BKH001,OP1004,Backhoe,1725.5,12.1,24,22,Fastened,No,Loading,Gravel,15,12,41
2025-05-07 00:00:00,TRK001,OP1009,Haul Truck,1371.5,5.6,5,36,Fastened,No,Trenching,Hard Clay,29,12,59
2025-05-07 00:00:00,WLD001,OP1007,Wheel Loader,1542.0,11.4,21,24,Fastened,No,Trenching,Rocky,29,4,72
2025-05-07 00:00:00,CRN001,OP1002,Crane,1799.5,9.5,24,29,Fastened,No,Excavation,Hard Clay,26,2,62
2025-05-07 00:00:00,EXC003,OP1008,Excavator,1368.9,7.2,17,16,Fastened,No,Material Hauling,Paved,20,3,49
2025-05-07 00:00:00,TRK002,OP1001,Haul Truck,1524.9,9.4,18,31,Fastened,No,Material Hauling,Gravel,32,11,48
2025-05-07 16:00:00,EXC001,OP1003,Excavator,2148.6,5.3,3,39,Fastened,No,Excavation,Hard Clay,24,1,51
2025-05-07 16:00:00,EXC002,OP1009,Excavator,1422.9,9.8,19,28,Fastened,No,Site Grading,Soft Mud,23,12,63
2025-05-07 16:00:00,BKH001,OP1009,Backhoe,1726.8,10.5,22,24,Fastened,No,Loading,Soft Mud,38,12,40
2025-05-07 16:00:00,TRK001,OP1008,Haul Truck,1373.4,12.9,25,27,Fastened,No,Excavation,Hard Clay,21,3,70
2025-05-07 16:00:00,WLD001,OP1003,Wheel Loader,1543.8,7.9,13,39,Fastened,No,Material Hauling,Soft Mud,33,1,51
2025-05-07 16:00:00,CRN001,OP1005,Crane,1801.4,8.0,15,22,Fastened,No,Site Grading,Soft Mud,19,5,60
2025-05-07 16:00:00,EXC003,OP1003,Excavator,1370.6,4.8,6,22,Fastened,No,Material Hauling,Gravel,30,1,37
2025-05-07 16:00:00,TRK002,OP1007,Haul Truck,1526.4,9.3,17,5,Fastened,No,Trenching,Rocky,29,4,71
2025-05-07 18:00:00,EXC001,OP1011,Excavator,2150.2,8.7,14,32,Fastened,No,Trenching,Soft Mud,32,11,62
2025-05-07 18:00:00,EXC002,OP1006,Excavator,1424.5,5.2,12,8,Fastened,No,Material Hauling,Paved,30,4,40
2025-05-07 18:00:00,BKH001,OP1002,Backhoe,1728.7,4.5,2,32,Fastened,No,Material Hauling,Gravel,29,2,43
2025-05-07 18:00:00,TRK001,OP1005,Haul Truck,1374.6,8.0,13,28,Fastened,No,Trenching,Soft Mud,35,5,70
2025-05-07 18:00:00,WLD001,OP1005,Wheel Loader,1545.5,2.4,4,5,Fastened,No,Material Hauling,Gravel,35,5,41
2025-05-07 18:00:00,CRN001,OP1011,Crane,1802.9,6.7,15,35,Fastened,No,Excavation,Rocky,18,11,50
2025-05-07 18:00:00,EXC003,OP1002,Excavator,1372.0,4.1,6,14,Fastened,No,Trenching,Hard Clay,27,2,58
2025-05-07 18:00:00,TRK002,OP1008,Haul Truck,1527.8,6.7,21,18,Fastened,No,Material Hauling,Hard Clay,28,3,56
2025-05-07 20:00:00,EXC001,OP1012,Excavator,2151.6,4.9,9,10,Fastened,No,Loading,Rocky,19,12,32
2025-05-07 20:00:00,EXC002,OP1012,Excavator,1425.5,8.1,21,30,Fastened,No,Trenching,Hard Clay,31,12,66
2025-05-07 20:00:00,BKH001,OP1008,Backhoe,1730.1,15.8,21,78,Fastened,Yes,Material Hauling,Gravel,35,3,52
2025-05-07 20:00:00,TRK001,OP1003,Haul Truck,1376.0,11.7,19,35,Fastened,No,Site Grading,Gravel,26,1,63
2025-05-07 20:00:00,WLD001,OP1001,Wheel Loader,1546.8,10.1,18,37,Fastened,No,Excavation,Soft Mud,27,11,61
2025-05-07 20:00:00,CRN001,OP1009,Crane,1804.4,9.6,11,79,Fastened,Yes,Material Hauling,Rocky,17,12,43
2025-05-07 20:00:00,EXC003,OP1006,Excavator,1373.3,5.3,15,20,Fastened,No,Excavation,Rocky,37,4,59
2025-05-07 20:00:00,TRK002,OP1010,Haul Truck,1529.4,3.6,2,5,Fastened,No,Trenching,Hard Clay,18,2,57
2025-05-07 22:00:00,EXC001,OP1003,Excavator,2153.0,6.3,12,22,Unfastened,Yes,Trenching,Soft Mud,15,1,71
2025-05-07 22:00:00,EXC002,OP1002,Excavator,1427.0,6.9,17,15,Fastened,No,Site Grading,Rocky,16,2,69
2025-05-07 22:00:00,BKH001,OP1011,Backhoe,1731.8,2.9,3,5,Fastened,No,Material Hauling,Paved,15,11,31
2025-05-07 22:00:00,TRK001,OP1003,Haul Truck,1377.9,9.4,25,19,Fastened,No,Excavation,Paved,37,1,66
2025-05-07 22:00:00,WLD001,OP1002,Wheel Loader,1548.4,6.0,3,38,Fastened,No,Excavation,Paved,36,2,50
2025-05-07 22:00:00,CRN001,OP1005,Crane,1806.2,8.1,19,28,Fastened,No,Trenching,Rocky,17,5,74
2025-05-07 22:00:00,EXC003,OP1004,Excavator,1374.8,9.6,25,20,Fastened,No,Site Grading,Gravel,21,12,69
2025-05-07 22:00:00,TRK002,OP1006,Haul Truck,1531.0,8.3,23,24,Fastened,No,Excavation,Rocky,15,4,65
2025-05-08 00:00:00,EXC001,OP1001,Excavator,2155.0,5.5,3,38,Fastened,No,Material Hauling,Rocky,17,11,30
2025-05-08 00:00:00,EXC002,OP1010,Excavator,1428.1,9.5,20,32,Fastened,No,Material Hauling,Gravel,17,2,52
2025-05-08 00:00:00,BKH001,OP1007,Backhoe,1733.5,5.7,10,17,Fastened,No,Trenching,Rocky,29,4,59
2025-05-08 00:00:00,TRK001,OP1003,Haul Truck,1379.3,8.3,19,18,Fastened,No,Trenching,Gravel,18,1,68
2025-05-08 00:00:00,WLD001,OP1003,Wheel Loader,1550.2,5.5,8,25,Unfastened,Yes,Trenching,Paved,16,1,64
2025-05-08 00:00:00,CRN001,OP1009,Crane,1807.2,4.4,2,33,Fastened,No,Trenching,Rocky,20,12,49
2025-05-08 00:00:00,EXC003,OP1003,Excavator,1375.9,7.0,8,28,Fastened,No,Excavation,Hard Clay,19,1,57
2025-05-08 00:00:00,TRK002,OP1005,Haul Truck,1532.9,5.7,8,33,Fastened,No,Excavation,Soft Mud,17,5,51
2025-05-08 16:00:00,EXC001,OP1002,Excavator,2156.0,9.2,20,30,Fastened,No,Loading,Soft Mud,20,2,47
2025-05-08 16:00:00,EXC002,OP1004,Excavator,1430.0,12.9,6,69,Unfastened,Yes,Trenching,Rocky,29,12,58
2025-05-08 16:00:00,BKH001,OP1007,Backhoe,1735.4,6.7,10,31,Fastened,No,Loading,Soft Mud,17,4,43
2025-05-08 16:00:00,TRK001,OP1009,Haul Truck,1381.1,10.6,19,27,Fastened,No,Loading,Rocky,30,12,38
2025-05-08 16:00:00,WLD001,OP1001,Wheel Loader,1551.5,5.2,3,35,Unfastened,Yes,Material Hauling,Soft Mud,23,11,31
2025-05-08 16:00:00,CRN001,OP1002,Crane,1808.5,9.8,25,80,Fastened,Yes,Material Hauling,Rocky,32,2,57
2025-05-08 16:00:00,EXC003,OP1006,Excavator,1377.9,10.1,20,27,Fastened,No,Material Hauling,Hard Clay,22,4,55
2025-05-08 16:00:00,TRK002,OP1010,Haul Truck,1534.1,4.2,11,7,Fastened,No,Material Hauling,Gravel,32,2,48
2025-05-08 18:00:00,EXC001,OP1008,Excavator,2157.0,5.1,12,25,Fastened,No,Site Grading,Hard Clay,19,3,57
2025-05-08 18:00:00,EXC002,OP1002,Excavator,1431.9,10.8,24,30,Fastened,No,Trenching,Soft Mud,26,2,72
2025-05-08 18:00:00,BKH001,OP1012,Backhoe,1737.3,9.4,24,27,Fastened,No,Loading,Rocky,20,12,44
2025-05-08 18:00:00,TRK001,OP1012,Haul Truck,1382.8,4.8,2,30,Fastened,No,Material Hauling,Hard Clay,38,12,30
2025-05-08 18:00:00,WLD001,OP1010,Wheel Loader,1552.8,8.9,20,36,Fastened,No,Site Grading,Hard Clay,35,2,67
2025-05-08 18:00:00,CRN001,OP1003,Crane,1810.1,3.4,2,20,Fastened,No,Excavation,Rocky,29,1,43
2025-05-08 18:00:00,EXC003,OP1001,Excavator,1379.2,7.8,17,27,Fastened,No,Loading,Hard Clay,28,11,44
2025-05-08 18:00:00,TRK002,OP1011,Haul Truck,1535.8,3.0,4,7,Unfastened,Yes,Material Hauling,Hard Clay,29,11,31
2025-05-08 20:00:00,EXC001,OP1006,Excavator,2158.2,4.5,4,10,Fastened,No,Loading,Hard Clay,38,4,28
2025-05-08 20:00:00,EXC002,OP1007,Excavator,1433.8,9.6,7,60,Unfastened,Yes,Material Hauling,Paved,28,4,44
2025-05-08 20:00:00,BKH001,OP1012,Backhoe,1739.3,5.0,11,11,Fastened,No,Site Grading,Rocky,36,12,52
2025-05-08 20:00:00,TRK001,OP1001,Haul Truck,1384.2,8.3,23,35,Fastened,No,Loading,Soft Mud,24,11,44
2025-05-08 20:00:00,WLD001,OP1002,Wheel Loader,1554.3,6.8,17,21,Fastened,No,Excavation,Rocky,27,2,61
2025-05-08 20:00:00,CRN001,OP1006,Crane,1811.3,7.4,16,22,Fastened,No,Excavation,Rocky,29,4,54
2025-05-08 20:00:00,EXC003,OP1002,Excavator,1380.9,6.6,9,29,Fastened,No,Site Grading,Gravel,33,2,60
2025-05-08 20:00:00,TRK002,OP1010,Haul Truck,1537.7,7.4,14,7,Fastened,No,Loading,Rocky,17,2,47
2025-05-08 22:00:00,EXC001,OP1010,Excavator,2159.3,3.5,8,13,Fastened,No,Loading,Hard Clay,20,2,35
2025-05-08 22:00:00,EXC002,OP1011,Excavator,1435.0,8.0,25,9,Fastened,No,Site Grading,Rocky,25,11,66
2025-05-08 22:00:00,BKH001,OP1009,Backhoe,1740.7,7.0,18,12,Fastened,No,Excavation,Paved,33,12,51
2025-05-08 22:00:00,TRK001,OP1002,Haul Truck,1385.7,6.6,13,21,Fastened,No,Excavation,Rocky,32,2,51
2025-05-08 22:00:00,WLD001,OP1003,Wheel Loader,1555.6,9.5,23,7,Fastened,No,Material Hauling,Paved,34,1,50
2025-05-08 22:00:00,CRN001,OP1012,Crane,1812.8,7.0,12,24,Fastened,No,Trenching,Rocky,15,12,66
2025-05-08 22:00:00,EXC003,OP1002,Excavator,1382.9,9.4,25,25,Fastened,No,Material Hauling,Hard Clay,24,2,54
2025-05-08 22:00:00,TRK002,OP1008,Haul Truck,1538.9,7.6,13,37,Fastened,No,Loading,Gravel,31,3,42
2025-05-09 00:00:00,EXC001,OP1003,Excavator,2161.1,4.9,7,17,Fastened,No,Site Grading,Paved,15,1,57
2025-05-09 00:00:00,EXC002,OP1012,Excavator,1436.2,6.8,14,12,Fastened,No,Trenching,Gravel,31,12,64
2025-05-09 00:00:00,BKH001,OP1003,Backhoe,1742.7,8.0,13,21,Fastened,No,Loading,Paved,32,1,43
2025-05-09 00:00:00,TRK001,OP1001,Haul Truck,1386.9,8.3,22,18,Fastened,No,Site Grading,Hard Clay,22,11,69
2025-05-09 00:00:00,WLD001,OP1001,Wheel Loader,1557.0,4.3,2,24,Fastened,No,Material Hauling,Hard Clay,34,11,34
2025-05-09 00:00:00,CRN001,OP1006,Crane,1814.2,9.8,23,30,Unfastened,Yes,Material Hauling,Gravel,24,4,53
2025-05-09 00:00:00,EXC003,OP1009,Excavator,1384.5,8.1,23,9,Fastened,No,Site Grading,Rocky,24,12,63
2025-05-09 00:00:00,TRK002,OP1005,Haul Truck,1540.6,9.5,18,8,Fastened,No,Trenching,Hard Clay,19,5,74
2025-05-09 16:00:00,EXC001,OP1006,Excavator,2162.8,5.3,10,30,Fastened,No,Excavation,Gravel,24,4,57
2025-05-09 16:00:00,EXC002,OP1004,Excavator,1437.5,9.2,17,27,Fastened,No,Material Hauling,Paved,35,12,48
2025-05-09 16:00:00,BKH001,OP1003,Backhoe,1744.0,6.9,10,40,Fastened,No,Loading,Hard Clay,38,1,40
2025-05-09 16:00:00,TRK001,OP1011,Haul Truck,1388.0,6.5,11,26,Fastened,No,Trenching,Hard Clay,38,11,56
2025-05-09 16:00:00,WLD001,OP1008,Wheel Loader,1558.1,4.8,4,17,Fastened,No,Site Grading,Paved,34,3,53
2025-05-09 16:00:00,CRN001,OP1007,Crane,1815.3,7.2,12,34,Fastened,No,Material Hauling,Hard Clay,21,4,41
2025-05-09 16:00:00,EXC003,OP1008,Excavator,1385.9,9.7,3,58,Fastened,Yes,Material Hauling,Rocky,35,3,42
2025-05-09 16:00:00,TRK002,OP1003,Haul Truck,1542.1,7.7,15,30,Fastened,No,Excavation,Hard Clay,34,1,62
2025-05-09 18:00:00,EXC001,OP1004,Excavator,2164.5,13.0,8,50,Unfastened,Yes,Excavation,Rocky,31,12,47
2025-05-09 18:00:00,EXC002,OP1005,Excavator,1438.6,4.8,11,7,Fastened,No,Loading,Paved,33,5,42
2025-05-09 18:00:00,BKH001,OP1009,Backhoe,1745.3,8.7,13,15,Fastened,No,Material Hauling,Rocky,30,12,39
2025-05-09 18:00:00,TRK001,OP1004,Haul Truck,1389.7,3.6,2,15,Fastened,No,Material Hauling,Hard Clay,38,12,34
2025-05-09 18:00:00,WLD001,OP1011,Wheel Loader,1559.4,8.5,21,11,Fastened,No,Site Grading,Paved,16,11,64
2025-05-09 18:00:00,CRN001,OP1008,Crane,1816.7,8.8,24,5,Fastened,No,Site Grading,Rocky,30,3,69
2025-05-09 18:00:00,EXC003,OP1010,Excavator,1387.5,7.8,18,12,Fastened,No,Material Hauling,Gravel,18,2,54
2025-05-09 18:00:00,TRK002,OP1004,Haul Truck,1543.8,7.7,24,15,Fastened,No,Site Grading,Hard Clay,26,12,67
2025-05-09 20:00:00,EXC001,OP1006,Excavator,2165.7,11.1,20,14,Fastened,No,Excavation,Soft Mud,18,4,57
2025-05-09 20:00:00,EXC002,OP1005,Excavator,1440.3,9.4,16,76,Unfastened,Yes,Loading,Rocky,23,5,41
2025-05-09 20:00:00,BKH001,OP1006,Backhoe,1747.1,2.6,5,7,Fastened,No,Trenching,Gravel,38,4,59
2025-05-09 20:00:00,TRK001,OP1006,Haul Truck,1391.6,4.0,4,26,Unfastened,Yes,Site Grading,Rocky,38,4,52
2025-05-09 20:00:00,WLD001,OP1007,Wheel Loader,1561.0,5.9,7,8,Fastened,No,Loading,Gravel,35,4,40
2025-05-09 20:00:00,CRN001,OP1008,Crane,1818.5,8.3,14,6,Fastened,No,Loading,Hard Clay,34,3,39
2025-05-09 20:00:00,EXC003,OP1008,Excavator,1389.4,10.5,3,70,Fastened,Yes,Excavation,Gravel,29,3,53
2025-05-09 20:00:00,TRK002,OP1009,Haul Truck,1545.6,11.3,23,38,Fastened,No,Site Grading,Paved,22,12,69
2025-05-09 22:00:00,EXC001,OP1012,Excavator,2167.0,7.1,19,8,Fastened,No,Trenching,Gravel,19,12,68
2025-05-09 22:00:00,EXC002,OP1008,Excavator,1442.1,4.4,9,22,Fastened,No,Excavation,Gravel,25,3,54
2025-05-09 22:00:00,BKH001,OP1004,Backhoe,1748.2,5.7,4,33,Fastened,No,Loading,Paved,29,12,24
2025-05-09 22:00:00,TRK001,OP1002,Haul Truck,1393.0,4.1,2,24,Fastened,No,Excavation,Paved,32,2,50
2025-05-09 22:00:00,WLD001,OP1006,Wheel Loader,1562.4,7.6,12,35,Fastened,No,Excavation,Hard Clay,29,4,51
2025-05-09 22:00:00,CRN001,OP1011,Crane,1819.7,6.2,11,28,Fastened,No,Trenching,Rocky,35,11,57
2025-05-09 22:00:00,EXC003,OP1012,Excavator,1391.1,10.5,21,12,Fastened,No,Loading,Soft Mud,23,12,41
2025-05-09 22:00:00,TRK002,OP1012,Haul Truck,1547.0,10.5,23,33,Fastened,No,Loading,Soft Mud,35,12,46
2025-05-10 00:00:00,EXC001,OP1001,Excavator,2168.5,11.8,20,37,Fastened,No,Excavation,Paved,28,11,55
2025-05-10 00:00:00,EXC002,OP1012,Excavator,1444.0,9.3,21,25,Unfastened,Yes,Excavation,Gravel,36,12,56
2025-05-10 00:00:00,BKH001,OP1005,Backhoe,1749.6,5.8,6,37,Fastened,No,Trenching,Rocky,29,5,62
2025-05-10 00:00:00,TRK001,OP1011,Haul Truck,1394.2,7.3,11,13,Unfastened,Yes,Material Hauling,Paved,37,11,43
2025-05-10 00:00:00,WLD001,OP1009,Wheel Loader,1564.1,10.7,19,31,Fastened,No,Trenching,Soft Mud,26,12,67
2025-05-10 00:00:00,CRN001,OP1001,Crane,1821.2,4.2,3,17,Unfastened,Yes,Excavation,Gravel,19,11,49
2025-05-10 00:00:00,EXC003,OP1005,Excavator,1392.3,11.6,19,76,Unfastened,Yes,Excavation,Rocky,21,5,65
2025-05-10 00:00:00,TRK002,OP1012,Haul Truck,1548.5,5.3,9,23,Fastened,No,Material Hauling,Paved,27,12,39
2025-05-10 16:00:00,EXC001,OP1011,Excavator,2169.8,13.6,25,33,Fastened,No,Site Grading,Soft Mud,15,11,72
2025-05-10 16:00:00,EXC002,OP1006,Excavator,1445.7,11.4,25,23,Fastened,No,Site Grading,Paved,21,4,67
2025-05-10 16:00:00,BKH001,OP1012,Backhoe,1751.1,5.7,10,13,Fastened,No,Loading,Soft Mud,28,12,36
2025-05-10 16:00:00,TRK001,OP1012,Haul Truck,1396.2,13.0,21,79,Fastened,Yes,Excavation,Hard Clay,25,12,57
2025-05-10 16:00:00,WLD001,OP1008,Wheel Loader,1565.9,12.4,24,19,Fastened,No,Site Grading,Rocky,17,3,67
2025-05-10 16:00:00,CRN001,OP1007,Crane,1822.8,5.3,9,26,Unfastened,Yes,Loading,Soft Mud,26,4,41
2025-05-10 16:00:00,EXC003,OP1009,Excavator,1393.8,12.0,23,20,Fastened,No,Site Grading,Soft Mud,18,12,59
2025-05-10 16:00:00,TRK002,OP1011,Haul Truck,1550.4,5.2,10,23,Fastened,No,Loading,Soft Mud,27,11,38
2025-05-10 18:00:00,EXC001,OP1009,Excavator,2171.3,5.0,8,10,Unfastened,Yes,Excavation,Rocky,35,12,50
2025-05-10 18:00:00,EXC002,OP1009,Excavator,1446.7,11.1,22,32,Fastened,No,Excavation,Hard Clay,36,12,60
2025-05-10 18:00:00,BKH001,OP1011,Backhoe,1752.9,4.9,16,7,Fastened,No,Excavation,Hard Clay,15,11,57
2025-05-10 18:00:00,TRK001,OP1002,Haul Truck,1397.8,6.5,14,30,Fastened,No,Material Hauling,Rocky,28,2,50
2025-05-10 18:00:00,WLD001,OP1001,Wheel Loader,1567.5,8.6,20,77,Fastened,Yes,Site Grading,Soft Mud,38,11,59
2025-05-10 18:00:00,CRN001,OP1005,Crane,1824.5,7.3,11,33,Fastened,No,Trenching,Paved,17,5,60
2025-05-10 18:00:00,EXC003,OP1009,Excavator,1395.0,11.0,22,28,Fastened,No,Loading,Paved,24,12,41
2025-05-10 18:00:00,TRK002,OP1002,Haul Truck,1551.4,8.0,19,10,Fastened,No,Site Grading,Paved,27,2,66
2025-05-10 20:00:00,EXC001,OP1004,Excavator,2172.7,4.1,7,21,Fastened,No,Site Grading,Hard Clay,20,12,47
2025-05-10 20:00:00,EXC002,OP1009,Excavator,1448.2,9.6,23,53,Unfastened,Yes,Site Grading,Soft Mud,24,12,64
2025-05-10 20:00:00,BKH001,OP1006,Backhoe,1754.0,10.5,21,56,Unfastened,Yes,Material Hauling,Soft Mud,24,4,56
2025-05-10 20:00:00,TRK001,OP1011,Haul Truck,1399.1,10.4,20,25,Fastened,No,Site Grading,Hard Clay,33,11,61
2025-05-10 20:00:00,WLD001,OP1012,Wheel Loader,1569.3,5.5,6,26,Fastened,No,Loading,Rocky,26,12,30
2025-05-10 20:00:00,CRN001,OP1008,Crane,1826.1,5.8,10,13,Fastened,No,Material Hauling,Paved,17,3,49
2025-05-10 20:00:00,EXC003,OP1002,Excavator,1396.7,3.6,2,30,Fastened,No,Excavation,Paved,35,2,47
2025-05-10 20:00:00,TRK002,OP1009,Haul Truck,1553.3,5.4,6,19,Fastened,No,Site Grading,Gravel,35,12,48
2025-05-10 22:00:00,EXC001,OP1008,Excavator,2174.2,14.8,18,57,Fastened,Yes,Excavation,Gravel,26,3,64
2025-05-10 22:00:00,EXC002,OP1011,Excavator,1449.3,5.1,7,14,Fastened,No,Site Grading,Hard Clay,29,11,50
2025-05-10 22:00:00,BKH001,OP1008,Backhoe,1755.3,4.8,3,38,Fastened,No,Trenching,Rocky,22,3,60
2025-05-10 22:00:00,TRK001,OP1001,Haul Truck,1400.1,9.2,18,22,Fastened,No,Trenching,Soft Mud,37,11,63
2025-05-10 22:00:00,WLD001,OP1007,Wheel Loader,1570.9,4.5,4,29,Fastened,No,Trenching,Paved,35,4,58
2025-05-10 22:00:00,CRN001,OP1008,Crane,1827.9,4.5,6,19,Fastened,No,Site Grading,Soft Mud,31,3,52
2025-05-10 22:00:00,EXC003,OP1003,Excavator,1398.1,7.7,12,35,Fastened,No,Excavation,Hard Clay,28,1,61
2025-05-10 22:00:00,TRK002,OP1007,Haul Truck,1554.4,8.2,20,37,Fastened,No,Excavation,Hard Clay,33,4,60
2025-05-11 00:00:00,EXC001,OP1003,Excavator,2175.7,13.8,22,73,Fastened,Yes,Loading,Paved,33,1,45
2025-05-11 00:00:00,EXC002,OP1004,Excavator,1450.8,6.6,9,14,Fastened,No,Loading,Gravel,20,12,38
2025-05-11 00:00:00,BKH001,OP1009,Backhoe,1756.5,11.1,20,62,Unfastened,Yes,Trenching,Gravel,34,12,65
2025-05-11 00:00:00,TRK001,OP1009,Haul Truck,1402.0,11.9,21,35,Fastened,No,Site Grading,Gravel,19,12,66
2025-05-11 00:00:00,WLD001,OP1009,Wheel Loader,1572.7,6.9,6,39,Fastened,No,Excavation,Gravel,36,12,51
2025-05-11 00:00:00,CRN001,OP1007,Crane,1829.4,10.0,18,35,Fastened,No,Trenching,Soft Mud,37,4,73
2025-05-11 00:00:00,EXC003,OP1002,Excavator,1399.5,4.5,4,39,Fastened,No,Trenching,Gravel,22,2,54
2025-05-11 00:00:00,TRK002,OP1010,Haul Truck,1555.9,8.7,22,25,Fastened,No,Site Grading,Soft Mud,27,2,73
2025-05-11 16:00:00,EXC001,OP1005,Excavator,2177.0,7.9,13,30,Fastened,No,Site Grading,Gravel,33,5,62
2025-05-11 16:00:00,EXC002,OP1003,Excavator,1452.2,8.0,11,30,Fastened,No,Site Grading,Gravel,23,1,58
2025-05-11 16:00:00,BKH001,OP1008,Backhoe,1758.3,10.0,18,26,Fastened,No,Material Hauling,Soft Mud,21,3,45
2025-05-11 16:00:00,TRK001,OP1003,Haul Truck,1403.3,6.8,17,32,Fastened,No,Excavation,Soft Mud,19,1,64
2025-05-11 16:00:00,WLD001,OP1001,Wheel Loader,1574.4,10.0,18,8,Fastened,No,Loading,Paved,35,11,43
2025-05-11 16:00:00,CRN001,OP1001,Crane,1830.6,4.2,3,37,Fastened,No,Site Grading,Rocky,21,11,44
2025-05-11 16:00:00,EXC003,OP1006,Excavator,1400.7,6.5,10,27,Fastened,No,Excavation,Hard Clay,17,4,48
2025-05-11 16:00:00,TRK002,OP1012,Haul Truck,1557.6,10.7,25,27,Fastened,No,Excavation,Paved,24,12,59
2025-05-11 18:00:00,EXC001,OP1008,Excavator,2178.9,4.7,7,11,Fastened,No,Site Grading,Soft Mud,23,3,52
2025-05-11 18:00:00,EXC002,OP1009,Excavator,1454.1,11.5,24,29,Fastened,No,Site Grading,Paved,23,12,67
2025-05-11 18:00:00,BKH001,OP1011,Backhoe,1759.8,6.1,5,29,Fastened,No,Site Grading,Soft Mud,30,11,49
2025-05-11 18:00:00,TRK001,OP1006,Haul Truck,1404.8,2.7,2,21,Fastened,No,Trenching,Paved,32,4,57
2025-05-11 18:00:00,WLD001,OP1002,Wheel Loader,1576.0,6.7,13,22,Unfastened,Yes,Material Hauling,Gravel,25,2,44
2025-05-11 18:00:00,CRN001,OP1008,Crane,1832.3,5.7,8,20,Fastened,No,Material Hauling,Hard Clay,23,3,38
